2	39661	39673	39678	39680	39683
2	39662	39674	39678	39680	39683
2	39663	39674	39678	39680	39683
2	39663	39675	39678	39680	39683
2	39663	39675	39678	39680	39683
2	39664	39676	39678	39680	39684
2	39664	39676	39678	39680	39683
2	39664	39676	39678	39680	39683
2	39666	39677	39678	39680	39683
2	39666	39677	39678	39680	39684
2	39666	39678	39685	39687	39690
2	39666	39679	39685	39687	39690
2	39666	39679	39685	39687	39690
2	39667	39680	39685	39687	39690
2	39667	39680	39685	39687	39691
2	39667	39680	39685	39687	39690
2	39667	39681	39685	39687	39690
2	39668	39682	39685	39687	39690
2	39669	39683	39685	39687	39689
2	39670	39683	39685	39687	39690
2	39670	39683	39685	39687	39690
2	39671	39683	39685	39687	39689
2	39672	39684	39685	39687	39690
2	39672	39684	39685	39687	39690
2	39672	39684	39685	39687	39690
2	39673	39685	39692	39694	39698
2	39673	39685	39692	39694	39697
2	39673	39685	39692	39694	39698
2	39673	39686	39692	39694	39697
2	39673	39686	39692	39694	39697
2	39674	39687	39692	39694	39697
2	39674	39687	39692	39694	39697
2	39674	39688	39692	39694	39698
2	39675	39688	39692	39694	39697
2	39675	39688	39692	39694	39698
2	39676	39689	39692	39694	39698
2	39676	39689	39692	39694	39696
2	39676	39689	39692	39694	39697
2	39677	39690	39692	39694	39696
2	39677	39690	39692	39694	39697
2	39678	39690	39692	39694	39696
2	39678	39690	39692	39694	39697
2	39678	39690	39692	39694	39698
2	39678	39690	39692	39694	39697
3	39642	39654	39656	0	39665
3	39643	39656	39658	0	39664
3	39644	39656	39658	0	39665
3	39644	39656	39658	0	39666
3	39645	39657	39660	0	39667
3	39646	39658	39660	0	39667
3	39647	39659	39661	0	39668
3	39648	39661	39663	0	39671
3	39648	39662	39665	0	39676
3	39651	39664	39667	0	39676
3	39652	39665	39667	0	39676
3	39652	39666	39668	0	39676
3	39653	39667	39669	0	39677
3	39655	39668	39670	0	39678
3	39655	39668	39670	0	39677
3	39656	39668	39670	0	39679
3	39657	39669	39672	0	39680
3	39657	39669	39672	0	39679
3	39657	39669	39672	0	39680
3	39657	39669	39672	0	39679
3	39658	39669	39672	0	39682
3	39658	39669	39672	0	39682
3	39660	39670	39672	0	39678
3	39660	39670	39672	0	39676
3	39660	39670	39672	0	39679
3	39660	39671	39674	0	39683
3	39661	39673	39675	0	39683
3	39663	39674	39676	0	39683
3	39663	39674	39676	0	39684
3	39665	39676	39679	0	39685
3	39667	39682	39684	0	39696
3	39668	39683	39686	0	39694
3	39670	39683	39686	0	39694
3	39671	39683	39686	0	39695
3	39673	39685	39688	0	39695
3	39674	39687	39689	0	39698
3	39675	39688	39690	0	39699
3	39675	39688	39690	0	39702
3	39678	39690	39693	0	39701
4	39642	39654	39656	0	39668
4	39642	39654	39656	0	39664
4	39642	39655	39658	0	39671
4	39643	39655	39658	0	39666
4	39643	39655	39658	0	39668
4	39643	39656	39658	0	39669
4	39643	39656	39658	0	39666
4	39644	39656	39658	0	39672
4	39644	39656	39658	0	39669
4	39644	39657	39660	0	39670
4	39645	39657	39660	0	39670
4	39645	39657	39660	0	39671
4	39646	39657	39660	0	39670
4	39646	39658	39660	0	39668
4	39646	39658	39660	0	39670
4	39647	39659	39661	0	39668
4	39647	39659	39661	0	39671
4	39647	39660	39662	0	39673
4	39648	39660	39662	0	39674
4	39648	39661	39663	0	39668
4	39648	39661	39663	0	39671
4	39649	39662	39665	0	39673
4	39649	39662	39665	0	39674
4	39649	39662	39665	0	39676
4	39651	39664	39667	0	39677
4	39652	39666	39668	0	39678
4	39652	39666	39668	0	39680
4	39652	39666	39668	0	39677
4	39652	39666	39668	0	39679
4	39652	39667	39669	0	39683
4	39653	39667	39669	0	39679
4	39653	39667	39669	0	39682
4	39653	39667	39669	0	39679
4	39653	39668	39670	0	39677
4	39654	39668	39670	0	39682
4	39654	39668	39670	0	39680
4	39656	39669	39672	0	39682
4	39656	39669	39672	0	39683
4	39657	39669	39672	0	39685
4	39657	39669	39672	0	39685
4	39657	39669	39672	0	39684
4	39657	39669	39672	0	39684
4	39657	39669	39672	0	39680
4	39658	39669	39672	0	39684
4	39659	39670	39672	0	39680
4	39660	39670	39672	0	39684
4	39660	39671	39674	0	39688
4	39660	39671	39674	0	39685
4	39660	39671	39674	0	39687
4	39661	39672	39674	0	39689
4	39661	39673	39675	0	39683
4	39661	39673	39675	0	39682
4	39662	39674	39676	0	39689
4	39662	39674	39676	0	39685
4	39662	39674	39676	0	39687
4	39662	39674	39676	0	39688
4	39663	39675	39677	0	39686
4	39663	39675	39677	0	39686
4	39663	39675	39677	0	39689
4	39663	39675	39677	0	39690
4	39663	39676	39679	0	39688
4	39664	39676	39679	0	39687
4	39665	39676	39679	0	39689
4	39665	39676	39679	0	39684
4	39666	39676	39679	0	39692
4	39666	39677	39679	0	39689
4	39666	39679	39681	0	39692
4	39666	39679	39681	0	39692
4	39667	39680	39682	0	39693
4	39667	39680	39682	0	39696
4	39667	39680	39682	0	39689
4	39667	39680	39682	0	39691
4	39668	39682	39684	0	39693
4	39668	39682	39684	0	39698
4	39668	39682	39684	0	39697
4	39668	39682	39684	0	39690
4	39668	39682	39684	0	39689
4	39669	39683	39686	0	39697
4	39669	39683	39686	0	39695
4	39670	39683	39686	0	39696
4	39671	39683	39686	0	39701
4	39671	39683	39686	0	39692
4	39671	39683	39686	0	39701
4	39671	39683	39686	0	39698
4	39672	39684	39686	0	39701
4	39673	39684	39686	0	39696
4	39673	39684	39686	0	39696
4	39673	39685	39688	0	39696
4	39673	39685	39688	0	39696
4	39673	39687	39689	0	39696
4	39673	39687	39689	0	39697
4	39674	39687	39689	0	39697
4	39675	39688	39690	0	39701
4	39675	39688	39690	0	39698
4	39675	39688	39690	0	39701
4	39675	39689	39691	0	39699
4	39676	39689	39691	0	39700
4	39677	39689	39691	0	39701
4	39677	39690	39693	0	39700
4	39678	39690	39693	0	39702
4	39679	39691	39693	0	39700
5	39642	39643	39644	0	39648
5	39645	39646	39647	0	39651
5	39646	39647	39648	0	39657
5	39647	39648	39649	0	39655
5	39647	39648	39649	0	39654
5	39648	39649	39650	0	39654
5	39649	39650	39651	0	39658
5	39649	39650	39651	0	39657
5	39650	39651	39652	0	39658
5	39650	39651	39652	0	39656
5	39651	39652	39653	0	39657
5	39652	39653	39654	0	39661
5	39652	39653	39654	0	39659
5	39656	39657	39658	0	39662
5	39656	39657	39658	0	39665
5	39657	39658	39659	0	39666
5	39657	39658	39659	0	39665
5	39659	39660	39661	0	39671
5	39659	39660	39661	0	39666
5	39660	39661	39662	0	39667
5	39660	39661	39662	0	39669
5	39661	39662	39663	0	39670
5	39661	39662	39663	0	39669
5	39661	39662	39663	0	39668
5	39664	39665	39666	0	39673
5	39666	39667	39668	0	39675
5	39667	39668	39669	0	39676
5	39667	39668	39669	0	39672
5	39668	39669	39670	0	39674
5	39670	39671	39672	0	39680
5	39670	39671	39672	0	39678
5	39674	39675	39676	0	39684
5	39676	39677	39678	0	39684
5	39677	39678	39679	0	39688
5	39677	39678	39679	0	39683
5	39677	39678	39679	0	39685
5	39678	39679	39680	0	39683
5	39678	39679	39680	0	39687
5	39680	39681	39682	0	39692
5	39680	39681	39682	0	39686
5	39681	39682	39683	0	39687
5	39682	39683	39684	0	39688
5	39683	39684	39685	0	39695
5	39685	39686	39687	0	39694
5	39686	39687	39688	0	39692
5	39686	39687	39688	0	39694
5	39687	39688	39689	0	39694
5	39687	39688	39689	0	39697
5	39687	39688	39689	0	39697
5	39689	39690	39691	0	39700
5	39689	39690	39691	0	39699
5	39692	39693	39694	0	39699
5	39693	39694	39695	0	39700
5	39694	39695	39696	0	39701
5	39695	39696	39697	0	39702

