1;39699;39711;39713;0;39716
1;39700;39712;39713;0;39716
4;39692;39704;39707;0;39716
1;39700;39711;39713;0;39716
1;39699;39711;39713;0;39716
1;39695;39708;39713;0;39716
3;39695;39708;39710;0;39717
4;39694;39706;39709;0;39717
2;39695;39708;39713;39715;39717
2;39695;39708;39713;39715;39717
2;39699;39711;39713;39715;39717
2;39695;39709;39713;39715;39717
1;39701;39712;39713;0;39717
1;39699;39711;39713;0;39717
3;39695;39708;39710;0;39718
4;39695;39708;39710;0;39718
4;39692;39704;39707;0;39718
2;39696;39709;39713;39715;39718
2;39696;39710;39713;39715;39718
2;39696;39710;39713;39715;39718
2;39701;39712;39713;39715;39718
2;39697;39711;39713;39715;39718
2;39696;39709;39713;39715;39718
2;39701;39712;39713;39715;39718
4;39694;39707;39709;0;39718
2;39701;39712;39713;39715;39718
2;39696;39710;39713;39715;39718
1;39702;39714;39715;0;39718
2;39696;39709;39713;39715;39718
2;39694;39707;39713;39715;39718
1;39701;39713;39715;0;39718
1;39701;39713;39715;0;39718
3;39695;39708;39710;0;39719
2;39697;39710;39713;39715;39719
2;39696;39709;39713;39715;39719
2;39698;39711;39713;39715;39719
4;39695;39707;39709;0;39719
4;39694;39707;39709;0;39720
4;39695;39708;39710;0;39720
4;39697;39710;39712;0;39720
3;39701;39712;39714;0;39721
4;39693;39705;39707;0;39721
4;39694;39707;39709;0;39721
3;39695;39708;39710;0;39721
3;39700;39711;39714;0;39721
4;39695;39708;39710;0;39721
4;39694;39707;39709;0;39721
3;39696;39710;39712;0;39721
4;39701;39712;39714;0;39722
4;39698;39711;39714;0;39722
4;39696;39710;39712;0;39723
3;39697;39710;39712;0;39723
4;39702;39714;39716;0;39723
3;39702;39715;39717;0;39724
2;39702;39715;39720;39722;39725
4;39699;39711;39714;0;39725
3;39700;39711;39714;0;39725
2;39702;39715;39720;39722;39725
3;39702;39714;39716;0;39725
2;39702;39714;39720;39722;39725
2;39702;39713;39720;39722;39725
4;39702;39713;39716;0;39726
4;39699;39711;39714;0;39726
4;39699;39711;39714;0;39726
4;39702;39714;39716;0;39726
4;39700;39712;39714;0;39726
4;39702;39714;39716;0;39727
4;39698;39711;39714;0;39727
4;39702;39713;39716;0;39728
